ticket_id,created_date,category,subcategory,priority,issue_description,root_cause,resolution,assigned_team,resolution_time_hours
INC103855,2025-12-23 19:56:28,VPN,Multi-Factor Authentication,Medium,Multi-factor authentication prompt missing during VPN login,"User's mobile device was not properly enrolled in the Duo MFA service after a recent phone replacement, preventing push notifications from being delivered.","Verified the user's identity, re-enrolled the new mobile device in the Duo MFA portal, sent a test push notification to confirm delivery, and validated successful VPN login with MFA.",Security Team,21.0
INC103856,2025-12-23 20:48:04,Password Reset,Forgotten Password,Low,User unable to recall password after returning from vacation,The user had forgotten their password after an extended period away from the office and their self-service reset portal enrollment had expired.,"Verified the user's identity per security policy, performed a manual password reset in Active Directory, set the account to require a password change at next logon, and guided the user through re-enrollment in self-service password reset.",Security Team,32.8
INC103857,2025-12-23 21:41:33,Application Access,Access Request,Medium,User requires elevated application access following role change,Standard access request requiring removal of previous role-based permissions and provisioning of new role-appropriate application access.,"Validated the access request against manager approval and the role-based access control matrix, removed outdated permissions from the previous role, provisioned access to the new required applications, and confirmed the user could access all needed systems.",Application Support,20.0
INC103858,2025-12-24 12:32:56,Software Installation,Installation Failure,Low,Software install hangs at a specific step and does not complete,Insufficient permissions on the local machine and a conflicting older version of the software were preventing successful installation.,"Uninstalled the conflicting older version completely using the manufacturer's removal tool, ran the installer with elevated administrator privileges, and confirmed successful installation and application launch.",Desktop Support,70.1
INC103859,2025-12-24 13:58:13,Office 365,OneDrive Sync,Medium,OneDrive showing sync errors with red X icons on files,A file path exceeding the maximum character limit was causing the OneDrive sync client to fail on specific files.,"Identified the files with excessively long file paths using the OneDrive sync diagnostic tool, renamed and relocated the affected files to shorten the path, reset the OneDrive sync client, and confirmed successful synchronization.",Cloud Operations,24.8
INC103860,2025-12-24 15:18:56,Office 365,Activation,Medium,Office suite suddenly asking to activate again,A token refresh failure between the local Office installation and the Azure AD authentication service caused the activation status to lapse.,"Signed the user out of all Office applications, cleared cached credentials using Credential Manager, signed back in with corporate credentials, and confirmed Office reactivated successfully.",Cloud Operations,21.6
INC103861,2025-12-24 16:34:01,Active Directory,Account Disabled,High,Employee account was accidentally disabled and needs reactivation,An automated offboarding script incorrectly matched and disabled an active employee's account due to a similar username to a departing employee.,"Identified the cause via audit logs, re-enabled the user account in Active Directory, verified all group memberships and permissions remained intact, and flagged the offboarding script for a logic fix to prevent recurrence.",Security Team,5.7
INC103862,2025-12-24 17:11:27,Password Reset,Sync Failure,Medium,Password changed on-premises but old password still required for Office 365,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,14.7
INC103863,2025-12-24 19:22:06,Security,Suspicious Login,Medium,Sign-in risk detection flagged on a user's account,"The user had traveled internationally and signed in from a new location without prior notice, triggering the conditional access risk policy.","Contacted the user to verify the login was legitimate, confirmed travel details, cleared the risk flag in Azure AD Identity Protection, and reminded the user to enable travel notifications for future trips.",Security Team,16.7
INC103864,2025-12-24 23:16:02,Security,Unauthorized Access,Medium,Security log shows repeated unauthorized access attempts,An external actor was attempting credential stuffing attacks against a privileged account using a list of leaked passwords.,"Locked the targeted account immediately, forced a password reset with enhanced complexity requirements, enabled mandatory MFA for the account, and blocked the source IP addresses at the firewall.",Security Team,21.2
INC103865,2025-12-25 02:49:29,Network,Outage,High,Entire finance department lost network connectivity,A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,6.7
INC103866,2025-12-25 05:40:54,Password Reset,Sync Failure,Low,User can log into Windows but not Office 365 with new password,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,33.9
INC103867,2025-12-25 08:06:46,Application Access,SSO,Critical,SSO login bounces back to the start without logging in,An expired SAML token certificate on the identity provider side was causing the SSO authentication handshake to fail silently.,"Identified the expired SAML signing certificate in the SSO configuration, renewed and uploaded the new certificate to both the identity provider and the application's SSO settings, and confirmed successful login without looping.",Application Support,4.0
INC103868,2025-12-25 12:25:55,Microsoft Teams,Notifications,Medium,Desktop notifications for Teams messages have stopped working,Windows Focus Assist settings combined with disabled notification permissions for Teams in Windows Settings were suppressing notification banners.,"Checked Windows notification settings and enabled notifications for Microsoft Teams, disabled Focus Assist during work hours, verified notification settings within the Teams app itself, and confirmed alerts were now appearing.",Desktop Support,7.0
INC103869,2025-12-25 12:49:05,Email,Distribution List,Medium,"Team distribution list appears broken, no one is getting emails","The distribution list had reached its member delivery restriction setting, which was limited to internal senders only, blocking messages from an external partner.","Reviewed the distribution list delivery management settings in the Exchange admin center, updated the setting to allow senders from approved external domains, and confirmed test email delivery to all members.",Messaging Team,7.2
INC103870,2025-12-25 13:54:10,Office 365,Licensing,Medium,Office 365 apps missing for newly onboarded employee,The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,8.9
INC103871,2025-12-25 16:12:24,Office 365,Storage Quota,Low,User receiving storage full warnings in OneDrive,The user's OneDrive storage usage had grown beyond the standard allocation due to large video files stored without cleanup.,"Reviewed storage usage in OneDrive admin reports, worked with the user to archive or delete unnecessary large files, requested a temporary storage quota increase for the business justification, and confirmed sync resumed.",Cloud Operations,17.1
INC103872,2025-12-25 18:23:28,VPN,Authentication,High,Remote access fails after changing corporate password,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,10.6
INC103873,2025-12-25 19:31:49,Network,Performance,Medium,Network speeds significantly slower than normal across the office,A broadcast storm caused by a misconfigured switch loop was consuming excessive bandwidth across the network segment.,"Identified the loop using switch port monitoring, disabled the offending port, enabled spanning tree protocol on the affected switches to prevent future loops, and confirmed network speeds returned to normal.",Network Team,9.0
INC103874,2025-12-26 01:40:59,Email,Phishing / Security,High,User reported a suspicious phishing email received in inbox,"A phishing email impersonating a known vendor was sent to multiple users, attempting to harvest credentials through a fake login page.","Confirmed the email was malicious through header analysis, blocked the sender domain at the email gateway, purged the message from all affected mailboxes using Microsoft Purview, and notified affected users with security awareness guidance.",Security Team,7.4
INC103875,2025-12-26 02:45:48,Microsoft Teams,Screen Sharing,Medium,Screen share option grayed out in Teams,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,23.2
INC103876,2025-12-26 03:53:32,Software Installation,New Software Request,Low,User requesting installation of Adobe Acrobat Pro for contract work,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,9.7
INC103877,2025-12-26 07:16:34,WiFi,Authentication,Medium,WiFi shows 'cannot connect to this network' error,The wireless network profile on the device had a mismatched or expired certificate required for WPA2-Enterprise authentication.,"Removed the existing WiFi profile from the device, reinstalled the required network authentication certificate, reconnected to the corporate SSID with updated credentials, and confirmed stable connectivity.",Network Team,29.5
INC103878,2025-12-26 08:18:05,WiFi,Device Onboarding,High,Device not provisioned correctly for wireless network access,"The new device's MAC address had not yet been registered in the network access control system, which uses MAC-based filtering for some restricted SSIDs.","Registered the device's MAC address in the network access control system, applied the appropriate device profile, and confirmed successful connection to the corporate wireless network.",Network Team,7.6
INC103879,2025-12-26 10:50:36,Office 365,Licensing,Medium,User unable to install Office due to missing license,The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,5.5
INC103880,2025-12-26 10:59:05,Password Reset,Sync Failure,Low,Azure AD password not matching after on-prem reset,"Azure AD Connect synchronization had failed for the user's account due to a sync engine error, preventing the new password hash from propagating to the cloud.","Checked the Azure AD Connect sync logs and identified the failed sync attempt, manually triggered a directory synchronization (delta sync), confirmed the password hash synced successfully, and verified the user could log into Office 365.",Cloud Operations,56.5
INC103881,2025-12-26 11:38:52,VPN,Multi-Factor Authentication,Low,Duo push not received when attempting VPN connection,"User's mobile device was not properly enrolled in the Duo MFA service after a recent phone replacement, preventing push notifications from being delivered.","Verified the user's identity, re-enrolled the new mobile device in the Duo MFA portal, sent a test push notification to confirm delivery, and validated successful VPN login with MFA.",Security Team,27.4
INC103882,2025-12-26 13:59:53,Microsoft Teams,Meetings,Medium,Teams meeting fails to connect and shows a generic error,An outdated Teams client version was incompatible with the meeting service's updated calling infrastructure.,"Updated the Teams client to the latest version through the app's update mechanism, restarted the application, verified microphone and camera permissions were granted, and confirmed successful meeting join with working audio and video.",Cloud Operations,24.8
INC103883,2025-12-26 15:25:15,Microsoft Teams,Application Crash,Low,Application freezes immediately after opening Teams,A corrupted local Teams cache was preventing the application from initializing correctly.,"Closed Teams completely from Task Manager, cleared the Teams cache folder from the local AppData directory, restarted the application, and confirmed Teams loaded and signed in successfully.",Cloud Operations,43.5
INC103884,2025-12-26 16:16:38,Printer,Driver Issue,Medium,Print driver error appearing since latest patch installed,The recent Windows update overwrote the existing printer driver with an incompatible generic driver.,"Uninstalled the incompatible generic driver, downloaded and installed the manufacturer-certified driver version, reconfigured the default printer settings, and verified successful printing.",Desktop Support,27.2
INC103885,2025-12-26 19:16:07,Laptop,Docking Station,Low,Laptop fails to detect external monitors when docked,Outdated docking station firmware and a USB-C driver conflict were preventing proper device detection.,"Updated the docking station firmware to the latest version, updated USB-C and display drivers on the laptop, reseated all cable connections, and confirmed external monitors and peripherals were detected correctly.",Desktop Support,10.9
INC103886,2025-12-26 19:52:33,Database,Backup Failure,High,Backup alert triggered for production database,Insufficient disk space on the backup storage volume caused the scheduled backup job to fail partway through.,"Cleared outdated backup files according to retention policy to free up disk space, expanded the backup storage volume, manually triggered a full backup to confirm success, and verified the backup job schedule resumed normally.",Application Support,6.8
INC103887,2025-12-27 03:58:37,Microsoft Teams,External Access,Medium,Teams federation not working with partner organization,"External access (federation) had not been enabled between the two organizations' tenants, preventing cross-tenant search and communication.","Verified external access settings in the Teams admin center, added the partner organization's domain to the allowed list, waited for the configuration to propagate, and confirmed successful contact search and messaging.",Cloud Operations,21.8
INC103888,2025-12-27 04:45:01,Microsoft Teams,Application Crash,High,Microsoft Teams app crashes on launch,A corrupted local Teams cache was preventing the application from initializing correctly.,"Closed Teams completely from Task Manager, cleared the Teams cache folder from the local AppData directory, restarted the application, and confirmed Teams loaded and signed in successfully.",Cloud Operations,2.0
INC103889,2025-12-27 18:14:52,VPN,Configuration,Medium,VPN profile missing on newly provisioned laptop,"The VPN configuration profile was not included in the standard imaging process, so the freshly imaged device had no preconfigured connection.","Pushed the corporate VPN configuration profile via the software deployment tool, manually verified profile settings including gateway address and authentication method, and tested a successful connection.",Desktop Support,28.4
INC103890,2025-12-27 18:42:13,Password Reset,Forgotten Password,Medium,User locked out after too many incorrect password guesses,The user had forgotten their password after an extended period away from the office and their self-service reset portal enrollment had expired.,"Verified the user's identity per security policy, performed a manual password reset in Active Directory, set the account to require a password change at next logon, and guided the user through re-enrollment in self-service password reset.",Security Team,13.4
INC103891,2025-12-27 19:34:23,Office 365,Installation,Low,Office installer stuck at a specific percentage and fails,A corrupted previous installation of Office on the device was conflicting with the new installation attempt.,"Ran the Microsoft Support and Recovery Assistant to fully remove remnants of the previous Office installation, downloaded a fresh installer from the Microsoft 365 portal, and confirmed successful installation and activation.",Desktop Support,58.0
INC103892,2025-12-28 14:59:58,Database,Backup Failure,Critical,Nightly backup job did not complete successfully,Insufficient disk space on the backup storage volume caused the scheduled backup job to fail partway through.,"Cleared outdated backup files according to retention policy to free up disk space, expanded the backup storage volume, manually triggered a full backup to confirm success, and verified the backup job schedule resumed normally.",Application Support,1.7
INC103893,2025-12-29 08:06:26,Printer,Print Quality,High,Printer output quality has degraded significantly,"The toner cartridge was low and the print drum required cleaning, resulting in degraded print quality.","Replaced the low toner cartridge, cleaned the print drum and rollers per manufacturer guidance, ran a test print and calibration cycle, and confirmed print quality was restored.",Desktop Support,11.4
INC103894,2025-12-29 11:24:51,Application Access,Access Request,Low,Access request submitted for new department's application suite,Standard access request requiring removal of previous role-based permissions and provisioning of new role-appropriate application access.,"Validated the access request against manager approval and the role-based access control matrix, removed outdated permissions from the previous role, provisioned access to the new required applications, and confirmed the user could access all needed systems.",Application Support,16.8
INC103895,2025-12-29 11:40:47,Microsoft Teams,Screen Sharing,Medium,Unable to share desktop in Teams meeting,Outdated graphics drivers were incompatible with the screen sharing module used by the Teams client.,"Updated the graphics card driver to the latest version, restarted the Teams application, tested screen sharing functionality in a test call, and confirmed the issue was resolved.",Desktop Support,19.0
INC103896,2025-12-29 12:50:33,Password Reset,Forgotten Password,Medium,User unable to recall password after returning from vacation,The user had forgotten their password after an extended period away from the office and their self-service reset portal enrollment had expired.,"Verified the user's identity per security policy, performed a manual password reset in Active Directory, set the account to require a password change at next logon, and guided the user through re-enrollment in self-service password reset.",Security Team,9.1
INC103897,2025-12-29 15:21:44,VPN,Client Software,High,VPN client crashes immediately after launch on Windows 11 laptop,Corrupted VPN client installation files combined with an outdated network adapter driver caused the application to crash on launch.,"Uninstalled the VPN client completely, removed leftover configuration folders, updated the network adapter driver to the latest version, reinstalled the VPN client from the approved software repository, and confirmed stable connection without crashes.",Desktop Support,8.1
INC103898,2025-12-29 16:36:14,Microsoft Teams,External Access,Medium,External user search returns no results in Teams,"External access (federation) had not been enabled between the two organizations' tenants, preventing cross-tenant search and communication.","Verified external access settings in the Teams admin center, added the partner organization's domain to the allowed list, waited for the configuration to propagate, and confirmed successful contact search and messaging.",Cloud Operations,24.2
INC103899,2025-12-29 17:32:36,Printer,Scan to Email,High,Scanner shows SMTP authentication error,The SMTP relay credentials stored on the multifunction printer had expired after a scheduled password rotation.,"Updated the SMTP authentication credentials in the printer's web configuration panel, tested the scan-to-email function with a sample document, and confirmed successful delivery.",Desktop Support,6.0
INC103900,2025-12-30 03:22:51,Office 365,Licensing,Low,Office 365 apps missing for newly onboarded employee,The new user's Office 365 license assignment was missed during the onboarding provisioning process.,"Assigned the appropriate Office 365 license in the Microsoft 365 admin center, waited for license propagation, and confirmed the user could install and activate Office applications.",Cloud Operations,60.6
INC103901,2025-12-30 10:50:16,Office 365,Activation,Critical,Office suite suddenly asking to activate again,A token refresh failure between the local Office installation and the Azure AD authentication service caused the activation status to lapse.,"Signed the user out of all Office applications, cleared cached credentials using Credential Manager, signed back in with corporate credentials, and confirmed Office reactivated successfully.",Cloud Operations,2.0
INC103902,2025-12-30 11:32:03,Outlook,Performance,Low,Application lags badly when switching between folders in Outlook,An oversized OST file combined with too many add-ins enabled was degrading Outlook's performance.,"Disabled unnecessary add-ins, ran the Microsoft Support and Recovery Assistant to optimize and compact the OST file, enabled cached Exchange mode with a reduced sync window, and confirmed improved performance.",Messaging Team,35.2
INC103903,2025-12-30 13:24:58,VPN,Authentication,Low,Remote access fails after changing corporate password,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,30.8
INC103904,2025-12-30 14:34:12,Desktop,Boot Failure,High,"Desktop computer stuck on boot logo, never reaches login screen",A corrupted system file caused by an improper shutdown during a power outage was preventing Windows from booting normally.,"Booted into the Windows Recovery Environment, ran startup repair and System File Checker (sfc /scannow), repaired the corrupted boot configuration data, and confirmed the desktop booted successfully into Windows.",Desktop Support,11.3
INC103905,2025-12-31 07:03:34,Network,DNS,Critical,Internal hostnames failing to resolve company wide,"The primary internal DNS server service had stopped responding due to a memory leak, causing name resolution failures for clients pointed to it.","Restarted the DNS server service, cleared the DNS cache on affected client machines using ipconfig /flushdns, verified zone records were intact, and confirmed name resolution was working normally.",Network Team,1.9
INC103906,2025-12-31 09:18:20,SharePoint,Access Denied,High,User locked out of a SharePoint site they used to access,The user's permission group had been removed from the SharePoint site during a recent permissions audit.,"Reviewed site permissions in SharePoint admin settings, re-added the user to the appropriate SharePoint group, verified inherited permissions on relevant document libraries, and confirmed the user could access the site.",Cloud Operations,3.1
INC103907,2025-12-31 16:17:28,Desktop,Overheating,High,Desktop randomly shuts down after running for 20-30 minutes,"Dust buildup in the CPU heatsink and case fans was restricting airflow, causing the system to overheat and trigger automatic shutdown protection.","Opened the desktop case, cleaned out accumulated dust from the heatsink and fans using compressed air, reapplied thermal paste to the CPU, and monitored temperatures under load to confirm the issue was resolved.",Desktop Support,10.6
INC103908,2025-12-31 17:48:41,SharePoint,Sync Conflicts,Medium,Duplicate files created after editing a shared document,Two users editing the same file simultaneously while offline caused conflicting versions to be created upon reconnection.,"Identified the conflicting file versions, worked with both users to merge changes manually, removed the duplicate conflict file, and educated users on co-authoring best practices to avoid future conflicts.",Cloud Operations,8.0
INC103909,2025-12-31 23:41:38,Software Installation,New Software Request,Medium,New employee needs project management software installed,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,15.2
INC103910,2026-01-01 08:32:37,VPN,Configuration,Low,User cannot find corporate VPN profile after IT reimaged the device,"The VPN configuration profile was not included in the standard imaging process, so the freshly imaged device had no preconfigured connection.","Pushed the corporate VPN configuration profile via the software deployment tool, manually verified profile settings including gateway address and authentication method, and tested a successful connection.",Desktop Support,65.3
INC103911,2026-01-01 09:55:13,Outlook,Search,Medium,Outlook search returns no results for emails known to exist,"The Windows Search index for Outlook had become corrupted, preventing the search function from returning accurate results.","Rebuilt the Outlook search index via Indexing Options in Control Panel, verified Outlook was included in the indexed locations, allowed the index to rebuild fully, and confirmed search returned correct results.",Messaging Team,14.0
INC103912,2026-01-01 10:50:26,Password Reset,MFA Reset,High,Employee needs MFA device reset after switching phones,"The user's MFA authentication method was tied to a mobile device that was no longer in their possession, blocking the second authentication factor.","Verified the user's identity through alternate means per security policy, removed the old MFA device registration in Azure AD, guided the user through re-registering MFA on their new device, and confirmed successful login.",Security Team,7.7
INC103913,2026-01-01 12:28:05,Network,Firewall / Access,High,New branch office cannot access head office systems,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,6.8
INC103914,2026-01-01 12:32:51,Desktop,Application Stability,Low,Finance application becomes unresponsive after a few minutes of use,Insufficient system memory combined with a memory leak in an outdated version of the application was causing it to become unresponsive.,"Closed unnecessary background processes to free memory, updated the application to the latest patched version, increased the page file size, and confirmed stable operation over an extended testing period.",Application Support,58.3
INC103915,2026-01-01 12:50:56,Security,Unauthorized Access,Critical,Brute force attack detected against admin account,An external actor was attempting credential stuffing attacks against a privileged account using a list of leaked passwords.,"Locked the targeted account immediately, forced a password reset with enhanced complexity requirements, enabled mandatory MFA for the account, and blocked the source IP addresses at the firewall.",Security Team,1.9
INC103916,2026-01-01 15:43:22,Software Installation,New Software Request,Medium,User requesting installation of Adobe Acrobat Pro for contract work,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,21.3
INC103917,2026-01-01 16:15:30,Security,Data Loss Prevention,High,User blocked from emailing a file due to DLP policy,"The file contained data matching sensitive information patterns, such as credit card numbers, correctly triggering the data loss prevention policy.","Reviewed the flagged content with the user to confirm it contained sensitive data, guided the user to use the approved secure file transfer method instead, and documented the incident per data handling policy.",Security Team,9.3
INC103918,2026-01-01 17:30:24,Microsoft Teams,External Access,High,Unable to add an external partner as a contact in Teams,"External access (federation) had not been enabled between the two organizations' tenants, preventing cross-tenant search and communication.","Verified external access settings in the Teams admin center, added the partner organization's domain to the allowed list, waited for the configuration to propagate, and confirmed successful contact search and messaging.",Cloud Operations,1.1
INC103919,2026-01-01 17:57:32,Outlook,Shared Mailbox,Medium,Shared inbox missing from folder list after recent update,The user's permission on the shared mailbox had been inadvertently removed during a recent Active Directory group cleanup.,"Re-added the user's permissions to the shared mailbox in the Exchange Online admin center, had the user remove and re-add the shared mailbox in Outlook, and confirmed it appeared with full access.",Messaging Team,21.9
INC103920,2026-01-02 05:00:10,Active Directory,Group Policy,High,Group policy not applying correctly after organizational unit change,"Group Policy Objects linked to the previous organizational unit were not linked to the new OU, causing loss of policy-based resource access.","Reviewed GPO links in Group Policy Management Console, linked the appropriate policies to the new organizational unit, ran gpupdate /force on affected machines, and confirmed restored access.",Security Team,3.5
INC103921,2026-01-02 08:08:18,Network,Outage,Critical,"Whole floor offline, no network access for any device",A core switch failure in the building's network closet caused a loss of connectivity for all connected devices.,"Identified the failed core switch via monitoring alerts, failed over traffic to the redundant switch, replaced the faulty hardware, and restored full connectivity for the affected department.",Network Team,2.0
INC103922,2026-01-02 10:10:44,Software Installation,New Software Request,Medium,Request to install specialized design software for marketing team,"Standard software request requiring procurement validation, license assignment, and installation per the approved software catalog.","Verified the software request against the approved catalog and manager approval, assigned an available license, deployed the software via the software distribution tool, and confirmed successful installation and functionality.",Application Support,14.1
INC103923,2026-01-02 11:23:57,VPN,Authentication,Low,Remote access fails after changing corporate password,"Stored VPN credentials became invalid after the user's domain password was updated, causing authentication failures against the RADIUS server.","Cleared cached VPN credentials from Windows Credential Manager, prompted the user to re-enter the new password, restarted the VPN client service, and verified successful tunnel establishment and connectivity to internal resources.",Network Team,50.0
INC103924,2026-01-02 15:07:42,Database,Connection Timeout,Critical,Users experiencing intermittent database connectivity failures,"The database connection pool had reached its maximum configured limit during peak usage hours, causing new connection requests to time out.","Increased the maximum connection pool size in the database configuration, identified and optimized a long-running query that was holding connections open, and confirmed stable connectivity during peak load testing.",Application Support,2.9
INC103925,2026-01-02 18:29:21,WiFi,Disconnections,Low,Laptop repeatedly disconnects from wireless network,Wireless access point overlap with conflicting channel settings was causing interference and forcing frequent reconnections.,"Performed a wireless site survey to identify channel overlap, reconfigured access points to use non-overlapping channels, adjusted transmit power levels, and confirmed stable connectivity over a 24-hour monitoring period.",Network Team,38.8
INC103926,2026-01-03 11:13:29,SharePoint,Sync Conflicts,Low,Duplicate files created after editing a shared document,Two users editing the same file simultaneously while offline caused conflicting versions to be created upon reconnection.,"Identified the conflicting file versions, worked with both users to merge changes manually, removed the duplicate conflict file, and educated users on co-authoring best practices to avoid future conflicts.",Cloud Operations,63.8
INC103927,2026-01-03 18:24:50,Office 365,Activation,Low,Office applications showing 'unlicensed product' error,A token refresh failure between the local Office installation and the Azure AD authentication service caused the activation status to lapse.,"Signed the user out of all Office applications, cleared cached credentials using Credential Manager, signed back in with corporate credentials, and confirmed Office reactivated successfully.",Cloud Operations,37.7
INC103928,2026-01-03 23:06:45,SharePoint,Performance,Medium,Document libraries in SharePoint are loading very slowly,"An oversized document library with over 100,000 items without proper indexing was causing slow query performance.","Reviewed the document library structure, created additional indexed columns for frequently filtered fields, reorganized content into multiple libraries to reduce item count per view, and confirmed improved load times.",Application Support,11.3
INC103929,2026-01-05 09:08:22,WiFi,Performance,Medium,WiFi speeds are extremely slow in the conference room,Access point congestion due to a high density of connected devices in one area was exceeding the recommended client capacity per access point.,"Analyzed access point client load using the wireless controller dashboard, deployed an additional access point to balance the load, enabled band steering to push capable devices to the less congested 5GHz band, and confirmed improved speeds.",Network Team,11.4
INC103930,2026-01-05 09:35:48,Laptop,Performance,Medium,Laptop takes forever to boot and open applications,Excessive startup applications and accumulated temporary files were consuming system resources and slowing down boot and overall performance.,"Disabled unnecessary startup applications via Task Manager, cleared temporary files and browser cache using Disk Cleanup, ran a malware scan to rule out infection, and confirmed improved boot time and responsiveness.",Desktop Support,26.3
INC103931,2026-01-05 10:03:47,Desktop,Peripherals,Medium,USB keyboard and mouse stopped responding on desktop,"A Windows update had reset USB controller power management settings, causing USB ports to enter a low-power state that disconnected peripherals.","Updated USB controller drivers, disabled USB selective suspend in power management settings, reconnected peripherals to different USB ports, and confirmed consistent responsiveness.",Desktop Support,17.5
INC103932,2026-01-05 14:53:42,Office 365,Storage Quota,Medium,OneDrive blocking new uploads due to full storage,The user's OneDrive storage usage had grown beyond the standard allocation due to large video files stored without cleanup.,"Reviewed storage usage in OneDrive admin reports, worked with the user to archive or delete unnecessary large files, requested a temporary storage quota increase for the business justification, and confirmed sync resumed.",Cloud Operations,23.9
INC103933,2026-01-05 18:11:47,Laptop,Battery,Medium,Battery percentage drops rapidly even when idle,"The laptop battery had reached the end of its usable lifecycle after several years of charge cycles, reducing its capacity significantly.","Ran a battery health diagnostic confirming significantly degraded capacity, ordered and installed a replacement battery from approved vendor stock, and verified normal battery performance after replacement.",Desktop Support,25.3
INC103934,2026-01-05 18:59:12,Software Installation,Installation Failure,Medium,Installation of approved software package fails with error code,Insufficient permissions on the local machine and a conflicting older version of the software were preventing successful installation.,"Uninstalled the conflicting older version completely using the manufacturer's removal tool, ran the installer with elevated administrator privileges, and confirmed successful installation and application launch.",Desktop Support,10.4
INC103935,2026-01-06 00:34:08,Network,Firewall / Access,Medium,Internal application is unreachable from a specific branch office,"A firewall rule was not updated to include the new branch office subnet, blocking traffic to the internal application server.","Identified the missing firewall rule, added the branch office subnet to the allow list on the perimeter firewall, and confirmed successful access from the affected location.",Network Team,16.2
INC103936,2026-01-06 07:02:22,Outlook,Shared Mailbox,Low,Shared mailbox no longer appears in user's Outlook,The user's permission on the shared mailbox had been inadvertently removed during a recent Active Directory group cleanup.,"Re-added the user's permissions to the shared mailbox in the Exchange Online admin center, had the user remove and re-add the shared mailbox in Outlook, and confirmed it appeared with full access.",Messaging Team,45.6
INC103937,2026-01-06 07:27:44,Application Access,Permissions,Medium,User can log into the finance system but cannot view certain reports,The user was assigned to an incorrect role profile within the application that did not include the necessary report-viewing permissions.,"Reviewed the user's role assignment against their job requirements, updated the role profile to the correct permission set matching their department, and confirmed the user could access all required reports.",Application Support,23.2
INC103938,2026-01-06 07:55:27,VPN,Multi-Factor Authentication,Low,VPN MFA push notification never arrives on user's phone,"User's mobile device was not properly enrolled in the Duo MFA service after a recent phone replacement, preventing push notifications from being delivered.","Verified the user's identity, re-enrolled the new mobile device in the Duo MFA portal, sent a test push notification to confirm delivery, and validated successful VPN login with MFA.",Security Team,43.1
INC103939,2026-01-06 08:39:42,SharePoint,Performance,Low,SharePoint performance has degraded for the whole team,"An oversized document library with over 100,000 items without proper indexing was causing slow query performance.","Reviewed the document library structure, created additional indexed columns for frequently filtered fields, reorganized content into multiple libraries to reduce item count per view, and confirmed improved load times.",Application Support,23.7
INC103940,2026-01-06 09:26:32,Laptop,Battery,High,Laptop won't hold a charge for more than 30 minutes,"The laptop battery had reached the end of its usable lifecycle after several years of charge cycles, reducing its capacity significantly.","Ran a battery health diagnostic confirming significantly degraded capacity, ordered and installed a replacement battery from approved vendor stock, and verified normal battery performance after replacement.",Desktop Support,7.6
